"user_id"	"living_place"	"join_time"	"self_statement"	"UID"
"1237270"	"Vatican City"	"2006-08-17"	"旧签名 唯秋光与野狗不可负。 假装风趣，实则自怨自艾的一个人。学术工作者。渴望爱又惧怕爱的饥渴症患者。十二年的老瓣儿。懒蛋儿。接受文学及评论类约稿。 平时是个杂家，豆瓣上放我的日常 看 玩 想 瞎写。笔名 二柒。发表在纸质媒体的好好写了的文章会过段时间发豆瓣。 我的豆瓣 相册 锻炼吃饭 想起就更 豆列 看电影等 大约周更 阅读 我的日常 约双周更 阅读 科幻研究 大约月更 日记 看展览游玩 大约月更 日记 艺术文学新知 没规律更 相册 旅游摄影 没规律更 日记 菜谱的整理 大约年更 其他 瞎画两笔，翻两页书，拍点照，丧。 以下是老自我介绍 一场戏剧 引子 夜色莽然，晓灯蹊跷。生如夏花，未老断肠。 奥德赛乘船去了远方，和孤独共度了廿年 奥德赛乘船回到家乡，和渴望终了了一生。 一 海纳百川，鱼龙俱下，泥沙混杂。 二 奥雷利纳诺 布恩地亚上校，一辈子不爱任何人。因为他生而自大。 后来有一天，你挤在公交车里，又想起很多年前你骑着马奔跑在草原上。你的马年轻而飞快，定快过你置身的车流。 你想，若是让你交出一切，再一次跨上马 即使穿着的西装有些紧，皮鞋又打滑，那也值了。 ... ... 所以你年轻的时候不要坐公交，公交太贵，刷尽了你的青春。 秒速五厘米 快进 五 未老莫还乡，还乡须断肠。 姑娘啊 2011 9 27 19 50 姑娘啊 你莫勉强 夜色来得有些嚣张 入侵了热气满满的床 姑娘啊 你要坚强 我去得是有点慌张 来不及合上你泪痕驳驳的窗 姑娘啊 忘了我吧 天涯还有芳草 人群里我不出挑 姑娘啊 我记着你呐 等你很老很老了 我仍藏着你青春的一角 playful mindful graduated 2013 Autumn elegant beast Apr. 2014 to be Dr. Sep.2014 Merit of a question lies in the question, not in the answer Jan 2016 丧得满怀希望 Jul 2017 Too much ego, too little work Nov 2017"	"64"
"1240037"	"广东深圳"	"2006-08-21"	"我生命中的电影 一 基耶斯洛夫斯基 十诫 蓝白红三色 两生花 二 塔可夫斯基 安德列 卢布廖夫 潜行者 三 关乎自由 洞 肖申克的救赎 四 时代挽歌 美丽人生 燃情岁月 无言的山丘 王童 恋恋山城 生死朗读 五 何以为人 卡比利亚之夜 费里尼 一一 杨德昌 东京物语 都灵之马 雾中风景 珍爱 六 如幻大千 七宗罪 沉默的羔羊 这个杀手不太冷 小岛惊魂 再见箱舟 狗镇 七 爱的理解 爱情短片 新桥恋人 对她说 毕业生 色戒 爱在三部曲 八 童心不泯 冰河世纪系列"	"65"
"124089147"	"北京"	"2015-03-30"	"罹患某种精神疾病的晚期患者，喜孤独。 人生终极梦想 一人，一猫，一屋，足矣。 你是张志明，可我不是余春娇。 "	"66"
"124309114"	"Seoul (Sŏul), South Korea"	"2015-04-01"	"人类真的是超强的"	"67"
"124449799"		"2015-04-03"	"打卡播 能想起来就打"	"68"
"124488461"	"贵州黔东南"	"2015-04-03"	"噜啦啦噜啦啦噜啦噜啦唻"	"69"
"125325539"	"台北, 台湾"	"2015-04-14"	"風水輪流轉，山水有相逢"	"70"
"125714000"	"江苏宿迁"	"2015-04-19"	"。。。"	"71"
"125739150"	"北京"	"2015-04-19"		"72"
"125996415"	"上海"	"2015-04-22"		"73"
"126051239"	"四川成都"	"2015-04-23"	"Never too late."	"74"
"126507488"	"北京"	"2015-04-28"		"75"
"126624127"	"浙江杭州"	"2015-04-30"		"76"
"127171594"	"江西南昌"	"2015-05-08"	"一个没有故事的女同学。"	"77"
"127351140"	"湖北咸宁"	"2015-05-10"	"电影"	"78"
"127665862"	"辽宁沈阳"	"2015-05-16"		"79"
"127876966"	"江苏南京"	"2015-05-19"	"耐心一点 主动一点 不去依赖 放轻松 管理情绪 我爱自己 reading smiling running 想要活下去 17 “我们不知道星星有多远，也不知道为下一代创造美丽世界有多难。如果他们身边竟没有人，我们便是他们命运中唯一的可能。” “假若它们虚幻无实，那么我自身也同样虚幻无实，它们永远与我有着同样的本质。这正是它们可爱而可敬的原因，正因为如此我才会去热爱它们。 研究这个世界，解释它或是鄙弃它，对于大思想家或许很重要 但我以为惟一重要的就是去爱这个世界，而不是去鄙弃它。” 不管何时何地，人要奋然向着有光的方向，千方百计做一个阳光 积极 愉快的人。 愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光。就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。此后如竟没有炬火，我便是唯一的光。 鲁迅 热风 我 坏人 边浪边丧 吃饭习惯比较怪异 抠脚少年 选择恐惧症 爱逃避 想学会爱自己 积极乐观的吊人 感受不到爱的人 女流氓 最喜欢 鸭血粉丝汤 调戏猫 雪落在伞上的声音 踩雪 和喜欢的人很久没见面后的见面 在下雪的冬日吃烤红薯 哈哈大笑 雅璐酱送的毛茸茸的戒指 骑单车走下坡路 一本正经的胡说八道 拥抱 提升幸福感 去理发店洗头 说感谢对方 洗澡 最讨厌 不舒服的天气 呆在密闭空间一小时以上 四星 想睡又睡不着 五星 烟味 四星级 隔壁房间的装修声 五星级 小空间内有人放外音 五星级 下雨天没有伞 "	"80"
"127927857"	"福建泉州"	"2015-05-20"	"犯其至难，图其至远。 微信公众号 伊兰月 yilanyue91 微博 知乎 伊兰月"	"81"
"128016627"	"江苏南京"	"2015-05-22"	"你看到别人在闪光，是因为他们在你看不到的地方努力。 素来最讨厌鸡汤，无论是有毒还是没毒。 愤怒干什么，愤怒多幼稚。 人若有所成，必定有所执。 天生不爱看喜剧。 抱怨是最没有效率的事情。"	"82"
"1282175"	"上海"	"2006-10-12"	"现代人就像僭主一样，“害怕人群，也害怕孤独”"	"83"
"1282199"	"北京"	"2006-10-12"	"微博 http www.weibo.com yanyuyingzi 典型话痨。 在这点上我承认自己每天写啊写，说啊说，变成冷场王，却没能变成一个气力十足的瘦子。 生活当中的胆小者。年事越来越高，内心还是个愤青。有理想，但是会偶尔屈服于残酷的现实。 虚伪的行动派，其实完全属于小打小闹的自娱自乐型。网络还可以，见人会比较shy，生人的话，交谈起来冷场的机会不胜枚举。 特别爱说，又特别害怕得不到认可。更怕没人搭理。 水相星座的巨蟹，但是据星盘分析双子座的成分最高。但我不善交际啊 见了鬼了。 风格和感情不能完全统一。始终希望自己能改变世界。可惜做不了英雄，一上台就发抖。除非唱歌。 唱歌的话，我自己认为谁都能模仿，就是最后出来的效果，你们听见的，和我自己听自己的，感觉不一样。我不辩解，我的世界你们不用全懂。我自己都不太懂。 "	"84"
"128344869"	"浙江宁波"	"2015-05-27"	"世界那么大"	"85"
"128448721"	"Swansea, United Kingdom"	"2015-05-28"	"Les grandes douleurs sont muettes. “I spent all my summers making plans for September. Not any longer. Now I spend the summer remembering the good intentions, which vanished. In part because of laziness, in part because of carelessness. What s wrong with feeling nostalgic It s the only distraction left for those who ve no faith in the future Without rain... August is coming to an end and September isn t arriving. And I m so ordinary But there s no need to worry. It s all right, it s okay.” “Praised to be a man. He is existing in milk, and living in lilies. And his violin music takes place in milk, and creamy emptiness. Praised to be the unfolded, inside petal flesh of tend rest thought. Praised to be delusion, the ripple. Praised to be the holy ocean of eternity. PRAISED TO BE I, WRITING, DEAD ALREADY, AND DEAD AGAIN ”"	"86"
"128589922"	"山东青岛"	"2015-05-30"	" "	"87"
"129274258"	"浙江杭州"	"2015-06-09"	" 被神秘符号引诱 不定时酗酒，精分，神经病，王祖贤花痴。 冷门电影爱好者 港派武侠迷 审美偏执狂 梦想是演员 丑 肥 痴 呆 傻，人生必占5样 “若深爱是美德，我必罪恶满身。” 苏童 王祖贤 杜鹃 春夏 周迅 杭州 罗马 巴黎 柏林 情人 色戒 青蛇 伊娃格林 黑啤 阿玛尼 TF 讨厌被说是文青，希望拥有很多很多爱。 "	"88"
"12931046"	"上海"	"2009-09-21"		"89"
"129328241"	"天津"	"2015-06-09"	"所谓世人，不就是你吗？"	"90"
"129452107"	"浙江温州"	"2015-06-11"	"一个影迷 MY TOP 20 LIST 1 黑暗骑士.the dark knight 2 戏梦巴黎.the dreamers 3 惊魂记.phycho 4 十二怒汉.12 angry man 5 2001太空漫游.2001 a space odyssey， 银翼杀手.blade runner 6 历劫佳人.touch of evil 7 血色将至.there will be blood 8 枪火.the mission ， 无间道.infernal affairs 9 第三人.the third man 10 牯岭街少年杀人事件.a brighter summer day 11 卡里加里博士的小屋.the cabinet of Dr.Caligari 12 阳光灿烂的日子.in the heat of the sun 13 八部半.8 14 热血警探.hot fuzz 15 洞.the hole 16 大都会.Metropolis 17 未麻的部屋.perfect blue 18 新龙门客栈.new dragon inn 十个男性电影明星 爱德华诺顿 亨弗莱鲍嘉 哈里森福特 詹姆斯斯图尔特 马特达蒙 刘德华 希斯莱杰 迈克尔法斯宾德 亨利方达 丹尼尔戴刘易斯 十个女性电影明星 伊娃格林 格蕾丝凯利 西格妮韦弗 伊莎贝尔阿佳妮 春夏 艾丽西亚维坎德 玛丽昂歌迪亚 艾玛斯通 林青霞 朱迪福斯特 十位电影导演 阿尔弗雷德希区柯克 雷德利斯科特 弗朗索瓦特吕弗 杜琪峰 克里斯托弗诺兰 今敏 弗里茨朗 保罗托马斯安德森 贝纳尔多贝托鲁奇 斯坦利库布里克 "	"91"
"129647964"	"上海"	"2015-06-14"	"大学生 horror movie与horror game的脑残粉 午夜疯狂派对单元 https www.douban.com doubanapp dispatch uri doulist 49238729 dt dapp 1 This is just a kid. He never uses his brain. Trip, emptiness, god Get away from dream "	"92"
"129681410"	"江苏南京"	"2015-06-14"	"不偷不抢 不反对人民不反对党"	"93"
"129712613"	"上海"	"2015-06-15"	"Gallifery our childhood our home Advance on Chaos and the Dark. Society is a joint stock company, in which the members agree, for the better securing of his bread to each shareholder, to surrender the liberty and culture of the eater. 小姐 请问一下 有没有卖半岛铁盒 有啊 你从前面右转第二排架子上就有了 谢谢 不会 Live dangerously. "	"94"
"130170983"	"广东广州"	"2015-06-23"	"愿望 做人不缺爱 做爱不缺人 "	"95"
"130211463"	"北京"	"2015-06-23"		"96"
"130330957"	"天津"	"2015-06-26"		"97"
"130412460"	"湖北武汉"	"2015-06-28"	"System.out.print 我是哲学家 "	"98"
"130452954"	"北京"	"2015-06-29"		"99"
"130564736"		"2015-07-01"	"Never Say Die."	"100"
"1305791"	"北京"	"2006-11-05"	"每天至少看 部 高清 电影 "	"101"
"130644918"	"上海"	"2015-07-03"		"102"
"130697952"	"广东深圳"	"2015-07-04"		"103"
"131212994"	"辽宁鞍山"	"2015-07-12"		"104"
"131264466"	"广东茂名"	"2015-07-13"	"吃瓜朋友们，麻烦沙发让个位啦，挤挤 "	"105"
"131615477"	"江苏南京"	"2015-07-18"	"杂食动物，万般皆爱 杂而不精，贻笑大方。"	"106"
"131693056"	"广西桂林"	"2015-07-19"	"没什么，我信他 "	"107"
"131703830"	"河南新乡"	"2015-07-19"	"How you see is what you get. 心理咨询师 爱幻想 理想主义者 爱着“坊宝宝”的深井冰 最看重的五样 温暖 家庭 成长 坊宝宝 快乐 坊宝宝最重要的五样 家庭 亲人 格局 健康 开心 现在最重要的事情 等待2019，等待最爱的他。 2018年要做的事 读100本书 看150电影 写100篇文章 跑步100天 每周1 2天轻断食 养一只猫咪 完成研究生论文 学习 练习按摩技法 更好地处理人际关系 练习口语 发音和演讲 断舍离 找到自己的风格 "	"108"
"131744444"	"Albania"	"2015-07-20"	" "	"109"
"131855888"	"广东深圳"	"2015-07-22"	"不知道为了什么"	"110"
"1319405"	"浙江杭州"	"2006-11-18"	"退休中的电影民工"	"111"
"132056900"	"吉林通化"	"2015-07-26"	"我是芸芸众生中的一个， 如若你看见了我， 希望我是你眼中的花朵。 高中党一枚，爱电影，爱读书，爱写些短句，爱拍些风景 虽然是菜鸟 偶像 李健，小罗伯特唐尼，吴秀波。 最喜欢的导演 是枝裕和，克里斯托弗诺兰，保罗索伦蒂诺，泽维尔多兰。 想去 日本，西藏 电影最爱 v字仇杀队 控方证人 绝美之城 狩猎 危楼愚夫 超脱 海街日记 落叶归根 菊次郎的夏天 第三颗星 地雷区 步履不停 海上钢琴师 读书最爱 1984 三体 挪威的森林 百年孤独 异乡人 银河帝国 红高粱 一句顶一万句 死者简史 海伯利安的陨落 飘 斯通纳 人生愿望是活得开心"	"112"
"132067149"	"浙江嘉兴"	"2015-07-26"		"113"
"132345337"	"Oslo, Norway"	"2015-08-01"		"114"
"132697049"	"Colombo, Sri Lanka"	"2015-08-08"	"名字是甜甜的糖果 "	"115"
"132779358"	"安徽宣城"	"2015-08-10"	"对于我自己，我的人生毫无意义 愿我不要穷得连粒米也没有 愿我不要富得连熊掌都吃腻。 愿我不要连采桑农妇都嫌弃 也愿我不要让后宫佳丽都垂涎于我。 愿我不要愚笨至豆麦不分 也愿我不要聪明到通晓天文地理。"	"116"
"132935584"		"2015-08-13"	" 专门关注长短评选手。 日本悬疑小说 贵志佑介 桐野夏生 京极夏彦 岛田庄司 笠井洁 二阶堂黎人 日本漫画 古屋兔丸 坂本真一 远藤浩峰 岩明均 沙村广明 高桥努 三浦健太郎 武侠小说 乔靖夫 江南 小椴 红猪侠 盛颜 狐言 骑桶人 半夜两点 广播内作品评分可能修改，以实际为准 "	"117"
"1333942"	"重庆"	"2006-12-02"	" 硬币两面 电影瘾 野史杂记 严肃文学 球迷 然后 尘埃落定 "	"118"
"133824715"	"海南海口"	"2015-08-30"	"此人是表面友邻 头像是曾经年少 99 "	"119"
"134036564"		"2015-09-03"	"真正的高贵是优于过去的自己。"	"120"
"134221766"	"澳门"	"2015-09-07"	"If you don t like Evan , and still watch everything he do. bitch, you re a fan "	"121"
"134527565"	"北京"	"2015-09-14"	"山外有山，人外有我"	"122"
"134736334"	"湖北武汉"	"2015-09-18"		"123"
"134839826"	"Kābol, Afghanistan"	"2015-09-20"	"斋藤飞鸟本鸟疯癫与文明萝莉即是正义"	"124"
"135089267"	"河北石家庄"	"2015-09-25"	"1999"	"125"
"135488762"	"山东济宁"	"2015-10-04"		"126"
"135606597"		"2015-10-06"	"若你喜欢怪人，其实我很美。喜欢夜景和桥的片 "	"127"
"136241426"	"湖北武汉"	"2015-10-18"		"128"
"136406972"	"江苏南京"	"2015-10-21"	"这个人很懒，没有留下任何简介。"	"129"
"136449982"		"2015-10-22"	" 爱读书 爱摄影 爱旅游 急性子 lapradisblanc 这个恶心地图炮的淘宝店主 挂的就是你了"	"130"
"136505664"	"Christmas Islands"	"2015-10-23"	"深圳两千万大妈心中的梦 碧泉柠檬茶非官方代言人 毕竟是底层人民， 偶尔会发一些言不由衷的东西。 希望体谅。 "	"131"
"136576602"	"香港"	"2015-10-24"	"云淡自然风轻 简单快乐的迷影人 "	"132"
"136593943"	"吉林长春"	"2015-10-25"	"Be Moved. 八十年代爱好者 新浪潮音乐簇拥 小语种大一狗 社恐症重度患者 向往LA与Miami 耳机口罩不离身成为隔离世界必备工具 除看电影听音乐之外literally啥也不会 为所有好看的小姐姐爆灯 但还是法国女人最有韵味 https www.douban.com doubanapp dispatch uri photo 2107913124 https www.douban.com doubanapp dispatch uri photo 2163547405 https www.douban.com doubanapp dispatch uri photo 899054319 https www.douban.com doubanapp dispatch uri photo 1148513554 最佳有且只有一个 https www.douban.com doubanapp dispatch uri movie 3205624 "	"133"
"137062152"		"2015-11-03"	"对一切都要全力以赴 每个人都是独一无二 孤僻且智障，慎关。 标签 国动 国产 微烧脑 配音演员 "	"134"
"137102546"	"广东广州"	"2015-11-04"	"补标用“阅” 懒,写短评多 偏爱独立电影和动画片 没能在现实和你们交流，有点遗憾"	"135"
"137169217"		"2015-11-05"	"爱生活，爱电影，爱旅行， 在行走中坚持原创， 在电影中体会人生。 爱看电影的树懒"	"136"
"137268907"	"北京"	"2015-11-07"	"喜欢一个人自娱自乐，无忧无虑，没心没肺的发神经 毒舌 。"	"137"
"137309695"	"北京"	"2015-11-07"	"多年不见的朋友和陌生人都被日子驱使的我们在某个深情的夜里就着冷光和烟与酒再回忆一遍。"	"138"
"137521394"	"山东青岛"	"2015-11-12"		"139"
"137552544"	"上海"	"2015-11-13"		"140"
"137561227"	"Al-Qāhirah, Egypt"	"2015-11-13"	"薛定谔的 "	"141"
"137698219"		"2015-11-16"	"少年自负凌云笔。"	"142"
